UID,Name,Score,usecMemTest,usecOpcodes,usecVidMem,usecMemEA,usec3DGames,CPU,MHz,BIOS Info,BIOS Date,BIOS CRC16,Video Subsystem,Video Adapter,Description,Submitter
UID9B22106C66,"Cyrix 686 clone",450,9,9,95,7,5,VIA Cyrix 6x86MX-S (clock x3.0 mode),225,"Copyright (C) 1984-97, Award Software, Inc. (05/05/98, rev. 0)",19980505,9B22,VGA,"VGA, Tseng ET , DRAM, unknown Chipset, VESA, 256kb Video Memory"," ","ChuckG (VCF)"
UID58C2119632,"Dell Optiplex GX260",450,4,5,105,0,0,Intel Pentium 4,2400,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (11/01/04, rev. 0)",20041101,58C2,VGA,"Intel Extreme Graphics 32MB Shared"," ","kazcomputer@outlook.com"
UIDDAD91C818,"Dell Latitude D600",463,0,1,105,0,0,Intel Pentium M,1700,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (06/29/05, rev. 0)",20050629,DAD9,VGA,"ATI Mobility Radeon 9000"," ","compgeke (VCF)"
UIDA6FD1615E6,"Core 2 Duo clone",466,3,1,103,0,0,Intel Core 2 Duo,1663,"IBM COMPATIBLE 486 BIOS COPYRIGHT Phoenix Technologies, Ltds, Ltd. Phoenix (10/30/06, rev. 0)",20061030,A6FD,VGA,"VGA, VESA, 256kb Video Memory (BIOS)"," ","commodorejohn (VCF)"
UID490D6254,"Dell Inspiron 8200",469,1,2,100,4,0,Intel Pentium 4 Mobile,2200,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (01/07/04, rev. 0)",20040107,490D,VGA,"ATI Mobility Radeon 9000 64MB"," ","kazcomputer@outlook.com"
UID98FDBEC,"Compaq Presario 1200",474,4,8,99,7,5,AMD K6-2,500," ",20000114,98FD,VGA,"Trident GUI9420, VESA, 768kb Video Memory, 4096kb Video Mem"," ","compgeke (VCF)"
UIDBC790E36,"Sony PCG-FXA32",481,1,1,94,0,0,AMD Duron Mobile,900,"unknown",20010917,0BC7,VGA,"VGA, ATI Rage P/M Mobility","With kind regards to my dad","Ben Dewart (bendewart123@gmail.com)"
UID78DA2611,"Toshiba Satellite A105",483,1,0,98,0,0,Intel Core Duo,1596,"TOSHIBA (07/12/07, rev. 0)",20070712,78DA,VGA,"VGA, VESA, (Intel GMA 950) 256kb Video Memory (BIOS)"," ","kazcomputer@outlook.com"
UIDF5A2345F,"Dell Latitude D600",496,0,2,98,3,0,Intel Pentium M,1993,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (06/29/05, rev. 0)",20050629,F5A2,VGA,"ATI Mobility Radeon 9000 32MB"," ","kazcomputer@outlook.com"
UIDB2AAE8F83,"Panasonic CF-51",523,0,0,93,0,0,Pentium-M,1995,"unknown",20040317,B2AA,VGA,"VGA, ATI Bios : 0.0, VESA, 256kb Video Memory (BIOS)"," ","BrianS"
UID12541E113,"Dell Optiplex G1",550,5,5,101,5,5,Intel Pentium III,550,"Copyright (C) 1985-1988 Phoenix Technologies Ltd. (04/29/03, rev. 0)",20030429,1254,VGA," "," ","compgeke (VCF)"
UIDDC8D14F488,"Panasonic CF-52",637,1,1,75,0,0,Intel Core 2 Duo T7100,1795,"unknown",20070718,DC8D,VGA,"VGA, VESA, 256kb Video Memory (BIOS)"," ","BrianS"
UIDEC1C31343,"K6-2 clone",673,12,13,64,11,6,AMD K6-2,350,"Copyright (C) 1984-98, Award Software, Inc. (03/24/99, rev. 0)",19990324,EC1C,VGA,"Tseng ET , DRAM, unknown Chipset, VESA, 256kb Video Memory"," ","Tiberian Fiend"
UID35981200DD,"PANASONIC CF-53E",779,1,1,62,1,1,Intel CORE I3,2095,"(C)1985-2009,American Megatrends, Inc.All Rights Reserved. (06/16/10, rev. 0)",20100616,3598,VGA,"VGA, VESA, 256kb Video Memory (BIOS)","Intel i3-2310M 2.10GHz","Brian;This file contains fingerprinting information about various computers for"
UIDF6DF26AA,"Sony PCV-LX800",1541,1,2,22,3,3,Intel Pentium III E,1000,"Copyright (C) 1984-98, Award Software, Inc. (09/20/00, rev. 0)",20000920,F6DF,VGA,"VGA, DRAM, SIS630, VESA, 256kb Video Memory"," ","compgeke (VCF)"
